make,model,badge,category,displacement_cc,year,power_hp,engine,cooling,gearbox,transmission,dry_weight_kg,seat_height_mm,fuel_capacity_l,wheelbase_mm
Sym,Joyride 300 16,,Scooter,278,2022,25.5,Single cylinder,Liquid,Automatic,Belt,144,778,11.5,1500
Sym,Magic 110 RR,,Scooter,110,2007,,Single cylinder,,,,103,,4,1220
Sym,Magic 110RR,,Scooter,109,2011,,Single cylinder,Air,4-speed,,103,,3.5,1220
Sym,Magic 110RR,,Scooter,109,2012,,Single cylinder,Air,4-speed,Chain,103,,3.5,1220
Sym,Mask 125,,Scooter,124,2019,10.1,Single cylinder,Air,,Belt,117,,5.2,1320
Sym,Mask 50,,Scooter,50,2007,,Single cylinder,,,,94,,6.3,1280
Sym,Mask 50,,Scooter,49,2008,,Single cylinder,Air,,Belt,94,,6.3,1280
Sym,Mask 50,,Scooter,49,2022,3.5,Single cylinder,Air,Automatic,Belt,107,770,5.2,1290
Sym,MAX 400,,Custom / cruiser,399,2019,35,Single cylinder,Liquid,Automatic,Belt,229,750,14.7,1570
Sym,MAX 400,,Custom / cruiser,399,2022,33.5,Single cylinder,Liquid,Automatic,Belt,,800,13,1555
Sym,MAX 400I,,Scooter,399,2011,,Single cylinder,Liquid,Automatic,,210,,,1575
Sym,MAX 400I,,Custom / cruiser,399,2014,35,Single cylinder,Liquid,Automatic,Belt,229,,14.7,1570
Sym,MAX 400I ABS,,Custom / cruiser,399,2012,35,Single cylinder,Liquid,Automatic,,224,,14.7,1570
Sym,MAX 400I ABS,,Scooter,399,2020,35,Single cylinder,Liquid,Automatic,,234,755,14.2,1555
Sym,MAX 600I ABS,,Scooter,598,2014,,Single cylinder,Liquid,,,228,,15,1570
Sym,MAX 600I ABS,,Scooter,565,2015,,Single cylinder,,Automatic,Belt,238,,14.2,1555
Sym,MAX 600I ABS,,Scooter,565,2017,,Single cylinder,Liquid,Automatic,Belt,238,755,14.2,
Sym,MAX 600I ABS,,Scooter,565,2020,44.8,Single cylinder,Liquid,Automatic,Belt,246,755,14.2,1560
Sym,MAX TL,,Scooter,465,2020,40.2,Single cylinder,Liquid,Automatic,Belt,,795,12.5,1543
Sym,MAX TL 508,,Scooter,508,2022,4.4,Twin,Liquid,Automatic,Belt,,795,12.5,1543
Sym,Megalo 125,,Scooter,125,2007,,Single cylinder,,,,105,,5.5,1260
Sym,Megalo 125,,Scooter,124,2008,,Single cylinder,Air,,Belt,105,,5,1260
Sym,Metry,,Scooter,0,2011,,Electric,,Automatic,,56,,,
Sym,MIO 100,,Scooter,99,2008,,Single cylinder,Air,Automatic,Belt,87.5,,4.8,
Sym,MIO 100,,Scooter,101,2010,,Single cylinder,Air,Automatic,,84.5,,4.8,1180
Sym,MIO 100,,Scooter,101,2011,,Single cylinder,Air,Automatic,,87.5,,4.8,1220
Sym,MIO 100,,Scooter,101,2014,7.6,Single cylinder,Air,Automatic,Belt,89,,4.8,1300
Sym,MIO 100 (disk Type),,Scooter,100,2007,,Single cylinder,,,,87.5,,4.8,1220
Sym,MIO 100 (drum Type),,Scooter,100,2007,,Single cylinder,,,,87.5,,4.8,1220
Sym,MIO 50,,Scooter,50,2007,,Single cylinder,,,,80,,4.8,1170
Sym,MIO 50,,Scooter,49,2008,,Single cylinder,Air,,Belt,80,,4.8,1280
Sym,MIO 50,,Scooter,49,2010,,Single cylinder,Air,Automatic,Belt,84.5,,4.8,1180
Sym,MIO 50,,Scooter,49,2012,,Single cylinder,Air,Automatic,Belt,84.5,,4.8,1180
Sym,MIO 50,,Scooter,49,2014,3.8,Single cylinder,Air,Automatic,Belt,85,,4.8,1300
Sym,MIO 50,,Scooter,49,2022,3,Single cylinder,Air,Automatic,Belt,88,,5.2,1250
Sym,MIO 50I,,Scooter,49,2021,3.6,Single cylinder,Air,Automatic,Belt,88,,5.2,1250
Sym,NH T 125,,Super motard,124,2020,10.1,Single cylinder,Air,5-speed,Chain,150,,11,1405
Sym,NH T 200,,Naked bike,183,2021,18.1,Single cylinder,Liquid,6-speed,Chain,152,790,11,1405
Sym,NH T 200,,Super motard,183,2022,18.1,Single cylinder,Liquid,6-speed,Chain,152,,11,1405
Sym,NH T 300,,Super motard,278,2022,24.8,Single cylinder,Liquid,6-speed,Chain,166,,11,1405
Sym,NH X 125,,Naked bike,124,2020,10.1,Single cylinder,Air,5-speed,Chain,143,,11,1400
Sym,NH X 125,,Naked bike,124,2022,10.7,Single cylinder,Air,5-speed,Chain,143,,11,1400
Sym,NH X 200,,Naked bike,183,2021,18.1,Single cylinder,Liquid,6-speed,Chain,142,790,11,1400
Sym,NHT 125,,Naked bike,124,2019,10.1,Single cylinder,Air,5-speed,Chain,150,,11,1405
Sym,NHX 125,,Naked bike,124,2019,10.1,Single cylinder,Air,5-speed,Chain,143,,11,1400
Sym,Orbit 125,,Scooter,124,2008,,Single cylinder,Air,Automatic,Belt,125,,8,
Sym,Orbit 125,,Scooter,124,2010,,Single cylinder,Air,Automatic,,110.3,,5.2,1325
Sym,Orbit 125,,Scooter,124,2011,,Single cylinder,Air,Automatic,Belt,109,,5.2,1325
Sym,Orbit 50,,Scooter,49,2008,,Single cylinder,Air,,Belt,99,,6.3,1138
Sym,Orbit 50,,Scooter,49,2010,,Single cylinder,Air,Automatic,Belt,100,,5.2,1390
Sym,Orbit 50,,Scooter,49,2011,,Single cylinder,Air,Automatic,Belt,99,,5.2,1310
Sym,Orbit 50,,Scooter,49,2012,,Single cylinder,Air,Automatic,Belt,100,,5.2,1319
Sym,Orbit II 50 Naked,,Scooter,49,2014,,Single cylinder,Air,Automatic,Belt,110,,5.2,1325
Sym,Orbit II 50 TS,,Scooter,49,2014,,Single cylinder,Air,Automatic,Belt,110,,5.2,1325
Sym,Orbit III 125,,Scooter,124,2020,10.1,Single cylinder,Air,Automatic,Belt,115,,5.7,1320
Sym,Orbit III 50,,Scooter,49,2020,3.5,Single cylinder,,Automatic,Belt,107,,5.7,1290
Sym,Orbit III 50,,Scooter,49,2022,3,Single cylinder,,Automatic,Belt,107,,6.2,1290
Sym,Orbit PLY 125,,Scooter,124,2014,,Single cylinder,Air,Automatic,Belt,100,,5.2,1300
Sym,Orbit PLY 50,,Scooter,49,2014,,Single cylinder,Air,Automatic,Belt,100,,5.2,1300
Sym,Phony 125,,Scooter,124,2010,8.4,Single cylinder,Air,Automatic,,109,,4.8,1328
Sym,Phony 125,,Scooter,124,2011,8.4,Single cylinder,Air,Automatic,,109,,4.8,1328
Sym,Phony 150,,Scooter,149,2011,,Single cylinder,Air,Automatic,Belt,114,,4.8,1328
Sym,Phony 50,,Scooter,49,2010,3.9,Single cylinder,Air,Automatic,,100,,4.8,
Sym,Phony 50,,Scooter,49,2011,3.9,Single cylinder,Air,Automatic,Belt,100,,4.8,1330
Sym,Phony 50,,Scooter,49,2012,3.9,Single cylinder,Air,Automatic,Belt,100,,4.8,
Sym,Phony 50,,Scooter,49,2022,3,Single cylinder,Air,Automatic,Belt,100,,5.4,1330
Sym,Phony S 125,,Scooter,124,2012,,Single cylinder,Air,,,109,,4.8,1330
Sym,Phony S 125,,Scooter,124,2014,,Single cylinder,Air,Automatic,Belt,109,,5.5,1330
Sym,Phony S 150,,Scooter,149,2012,,Single cylinder,Air,Automatic,Belt,114,,4.8,1330
Sym,Phony S 150,,Scooter,151,2014,,Single cylinder,Air,Automatic,Belt,110,,5.5,1330
Sym,Phony S 50,,Scooter,49,2014,,Single cylinder,Air,Automatic,Belt,100,,5.5,1330
Sym,Phony SR 125,,Scooter,124,2012,,Single cylinder,Air,Automatic,Belt,100,,5.5,1300
Sym,Phony SR 125,,Scooter,124,2014,,Single cylinder,Air,Automatic,Belt,116,,5.5,1300
Sym,Phony SR 125,,Scooter,124,2019,,Single cylinder,Air,Automatic,Belt,116,,5.5,1330
Sym,Phony SR 125,,Scooter,124,2022,11.3,Single cylinder,Air,Automatic,Belt,,,5.4,1330
Sym,Phony SR 150,,Scooter,140,2012,,Single cylinder,Air,Automatic,Belt,100,760,5.5,1300
Sym,Phony SR 150,,Scooter,149,2014,,Single cylinder,Air,Automatic,Belt,116,,5.5,1300
Sym,Phony SR 50,,Scooter,49,2012,3.9,Single cylinder,Air,Automatic,Belt,100,,5.5,1300
Sym,Phony SR 50,,Scooter,49,2014,3.9,Single cylinder,Air,Automatic,Belt,116,,5.5,1300
Sym,Phony ST 125,,Scooter,124,2015,,Twin,,,Belt,122,,7.5,1350
Sym,Phony ST 125,,Scooter,124,2019,9.8,Twin,Air,,Belt,127,,7.5,1330
Sym,Phony ST 200,,Scooter,169,2017,,Single cylinder,,Automatic,Belt,125,792,7.5,
Sym,Phony ST 200,,Scooter,168,2019,11.8,Single cylinder,Air,Automatic,Belt,127,792,7.5,1350
Sym,PLY 2 125,,Scooter,124,2017,,Single cylinder,Air,Automatic,Belt,100,,5.2,
Sym,PLY 50,,Scooter,49,2017,,Single cylinder,Air,Automatic,Belt,100,,5.2,
Sym,Quad Lander 200,,ATV,171,2011,,Single cylinder,Liquid,Automatic,Chain,199,,8,1115
Sym,Quad Lander 300,,ATV,287,2011,,Single cylinder,Liquid,Automatic,Chain,243,,12,1200
Sym,Quad Raider 600,,ATV,565,2011,,Single cylinder,Liquid,Automatic,Shaft drive,345,,17,1300
Sym,Quadlander 300S,,ATV,287,2014,20.1,Single cylinder,Liquid,Automatic,,243,,14.7,1570
Sym,Quadraider 600,,ATV,565,2014,20.1,Single cylinder,Liquid,Automatic,,345,,19,1570
Sym,Quadraider 600LE,,ATV,565,2014,21.5,Single cylinder,Liquid,Automatic,,348,,17,1570
Sym,R1-Z 125,,Scooter,124,2007,10.1,Single cylinder,,,,105,,5.5,
Sym,RS 125,,Scooter,125,2007,,Single cylinder,,,,123,,7.5,1335
Sym,RS 125,,Scooter,124,2008,,Single cylinder,Air,Automatic,,123,,7.5,
Sym,RV1,,Scooter,110,2007,,Single cylinder,,,,98,,4,1220
Sym,SB300 ABS,,Allround,278,2016,,Single cylinder,Liquid,,,148,,,
Sym,Super Duke 125,,Scooter,125,1997,10,Single cylinder,,,,97,730,,
Sym,Tonik 125,,Scooter,111,2014,,Single cylinder,Air,Automatic,Belt,97,,5.8,
Sym,Tonik 50,,Scooter,49,2012,6.7,Single cylinder,Air,Automatic,Belt,92,,5.8,1220
Sym,Tonik 50,,Scooter,49,2014,,Single cylinder,Air,Automatic,Belt,92,,5.8,
Sym,VF 125,,Scooter,123,2021,8.3,Single cylinder,Air,4-speed,Belt,111,,3.6,1262
Sym,VF 185,,Scooter,183,2020,17.7,Single cylinder,Liquid,6-speed,Belt,128,,6,1305
Sym,VF3I 185 LE,,Scooter,183,2021,19.7,Single cylinder,Liquid,6-speed,Belt,124,,7,1290
Sym,VS 125,,Scooter,124,2008,,Single cylinder,Air,Automatic,Belt,133,,6,1345
Sym,VS 125,,Scooter,124,2010,,Single cylinder,Air,Automatic,Belt,133,,6,1345
Sym,VS 125,,Scooter,124,2011,,Single cylinder,Air,Automatic,Belt,133,,6,1345
Sym,VS 125,,Scooter,124,2014,11.3,Single cylinder,Air,Automatic,Belt,132,,5.2,1320
Sym,VS 150,,Scooter,150,2008,,Single cylinder,,Automatic,Belt,133,,6,1345
Sym,VS 150,,Scooter,149,2010,,Single cylinder,Air,Automatic,Belt,133,,6,1345
Sym,VS 150,,Scooter,149,2011,,Single cylinder,Air,Automatic,Belt,133,,6,1345
Sym,VS 150,,Scooter,149,2014,12.6,Single cylinder,Air,Automatic,Belt,132,,5.2,1320
Sym,VS Excel II 125 CC,,Scooter,125,2007,,Single cylinder,,,,133,,6,1345
Sym,VS Excel II 150 CC,,Scooter,150,2007,,Single cylinder,,,,133,,6,1345
Sym,Wolf 125,,Allround,124,2010,10.2,Single cylinder,Air,,Chain,123,,12,1220
Sym,Wolf 125,,Allround,124,2011,10.2,Single cylinder,Air,,Chain,123,,12,1220
Sym,Wolf 125,,Allround,124,2012,10.2,Single cylinder,Air,,Chain,123,,12,1220
Sym,Wolf 125 Classic,,Custom / cruiser,124,2005,12.3,Single cylinder,Air,5-speed,Chain,,,,
Sym,Wolf 300,,Naked bike,278,2015,27.1,Single cylinder,Liquid,6-speed,Chain,173,792,15,1320
Sym,Wolf Classic,,Allround,124,2010,,Single cylinder,Air,4-speed,Chain,118.5,,9.3,1220
Sym,Wolf Classic,,Allround,124,2011,,Single cylinder,Air,4-speed,Chain,118.5,,9.3,1220
Sym,Wolf Classic,,Allround,124,2012,,Single cylinder,Air,4-speed,Chain,118.5,,9.3,1220
Sym,Wolf Classic 125,,Classic,125,2007,,Single cylinder,Air,,,,,,
Sym,Wolf SB 125,,Naked bike,125,2017,,Single cylinder,Air,5-speed,Chain,140,,16,
Sym,Wolf SB 125,,Naked bike,124,2019,10.1,Single cylinder,Air,5-speed,Chain,155,,14,1345
Sym,Wolf SB125N,,Naked bike,125,2014,,Single cylinder,Air,5-speed,Chain,140,,16,1320
Sym,Wolf SB125NI,,Naked bike,124,2011,,Single cylinder,Air,5-speed,Chain,155,,13,1320
Sym,Wolf SB250NI,,Naked bike,249,2012,24.7,Single cylinder,Liquid,6-speed,Chain,173,,14,1320
Sym,Wolf SB250NI,,Naked bike,249,2014,24.7,Single cylinder,Liquid,6-speed,Chain,173,,14,1320
Sym,X-Wolf,,Allround,124,2010,,Single cylinder,Air,,,126,,12.5,1260
Sym,X-Wolf,,Allround,124,2011,,Single cylinder,Air,,Chain,126,,12.5,1260
Sym,X-Wolf,,Allround,124,2012,,Single cylinder,Air,,,126,,12.5,1260
Sym,Xpro 50,,Scooter,49,2014,,Single cylinder,Air,Automatic,Belt,114,,9,1310
Sym,XPRO125,,Scooter,124,2014,,Single cylinder,Air,Automatic,Belt,123,,9,1310
Sym,XPRO125,,Scooter,124,2022,11.3,Single cylinder,Air,Automatic,Belt,,,6.2,1305
Sym,XS125-K,,Allround,124,2008,10.2,Single cylinder,Air,,Chain,130,,16.5,1280
Sym,XS125-K,,Allround,124,2010,10.2,Single cylinder,Air,,Chain,130,,16.5,1280
Sym,XS125-K,,Allround,124,2011,10.2,Single cylinder,Air,,Chain,130,,16.5,1280
Sym,XS125-K,,Allround,124,2012,10.2,Single cylinder,Air,,Chain,130,,16.5,1280
Sym,XS125-K,,Allround,124,2014,10.2,Single cylinder,Air,5-speed,Chain,119,,13,1280
Sym,XS125G,,Allround,124,2008,10.2,Single cylinder,Air,,,126,,12.5,1260
Tacita,T-Cruise Turismo,,Custom / cruiser,0,2019,14.8,Electric,Liquid,5-speed,Chain,,,,
Tacita,T-Cruise Turismo,,Touring,0,2022,59,Electric,Liquid,5-speed,Chain,,750,,1570
Tacita,T-Cruise Urban,,Custom / cruiser,0,2019,14.8,Electric,Liquid,5-speed,Chain,,,,
Tacita,T-Cruise Urban,,Custom / cruiser,0,2022,59,Electric,Liquid,5-speed,Chain,,750,,1570
Tacita,T-Race C,,Cross / motocross,0,2019,59,Electric,Liquid,5-speed,Chain,,,,1490
Tacita,T-Race E,,Enduro / offroad,0,2019,14.8,Electric,Liquid,5-speed,Chain,,,,1490
Tacita,T-Race E,,Enduro / offroad,0,2022,45.6,Electric,Liquid,5-speed,Chain,,,,1490
Tacita,T-Race M,,Super motard,0,2019,36.2,Electric,Liquid,5-speed,Chain,,,,1470
Tacita,T-Race Motard,,Super motard,0,2021,45.6,Electric,Liquid,5-speed,Chain,,,,1470
Tacita,T-Race R,,Enduro / offroad,0,2019,14.8,Electric,Liquid,5-speed,Chain,,,,1490
Tacita,T-Race Rally PRO,,Enduro / offroad,0,2021,59,Electric,Liquid,5-speed,Chain,168,,,1490
Tank Sports,250E,,Custom / cruiser,250,2007,16.6,Twin,Air,5-speed,,139.7,686,,1473
Tank Sports,250E,,Custom / cruiser,249,2008,16.6,Twin,Liquid,5-speed,,170.1,711,,1524
Tank Sports,Classic 150,,Scooter,150,2007,,Single cylinder,Air,Automatic,,79.8,686,3.78,1214
Tank Sports,Classic 50,,Scooter,50,2007,,Single cylinder,Air,Automatic,,74.8,762,3.78,1168
Tank Sports,Courier 150,,Scooter,150,2007,,Single cylinder,Air,Automatic,,145.1,762,3.78,
Tank Sports,Econo 50,,Scooter,50,2007,,Single cylinder,Air,Automatic,,83.5,711,3.78,1194
Tank Sports,Mini Customs 50,,Custom / cruiser,50,2006,2,Single cylinder,Liquid,5-speed,,79.4,610,,1346
Tank Sports,Minicustom 50,,Custom / cruiser,50,2007,2,Single cylinder,Air,Automatic,,89.8,610,,1194
Tank Sports,Nascar Signature Series,,"Minibike, sport",49,2008,2,Single cylinder,Air,Automatic,,89.8,610,,1194
Tank Sports,Racer 150,,Scooter,150,2007,,Single cylinder,Air,Automatic,,145.1,762,3.78,
Tank Sports,Racer 150 Deluxe,,Scooter,150,2007,8.8,Single cylinder,Air,Automatic,,94.8,737,,1397
Tank Sports,Racer 150 DS,,Scooter,150,2007,8.8,Single cylinder,Air,Automatic,,120.2,762,,1346
Tank Sports,Racer 150 DS-09,,Scooter,149,2010,9,Single cylinder,Air,Automatic,Belt,120.2,762,3.78,
Tank Sports,Racer DS-08,,Scooter,149,2010,9,Single cylinder,Air,Automatic,Belt,120.2,762,3.78,1346
Tank Sports,Racer TR-16-08,,Scooter,149,2010,9,Single cylinder,Air,Automatic,Belt,,559,8.33,1524
Tank Sports,Sporty 150,,Scooter,150,2007,8.8,Single cylinder,Air,Automatic,,94.8,787,,1308
Tank Sports,Sporty 150,,Scooter,149,2010,8.8,Single cylinder,Air,Automatic,Belt,94.8,787,3.31,1308
Tank Sports,Sporty 150 Deluxe,,Scooter,150,2007,8.8,Single cylinder,Air,Automatic,,99.8,762,,1295
Tank Sports,Sporty 150 Euro,,Scooter,150,2007,8.8,Single cylinder,Air,Automatic,,99.8,787,,1295
Tank Sports,Sporty 50,,Scooter,50,2007,,Single cylinder,Air,Automatic,,88,762,3.78,1270
Tank Sports,Sporty 50,,Scooter,49,2010,2,Single cylinder,Air,Automatic,,88,762,3.79,1270
Tank Sports,TKX 110,,"Minibike, cross",110,2007,,Single cylinder,Air,,,113.4,787,,1092
Tank Sports,TKX 200,,Cross / motocross,200,2007,11,Single cylinder,Air,5-speed,,113.4,838,,1346
Tank Sports,TKX-110,,Trial,110,2008,,Single cylinder,Air,4-speed,,113.4,787,1.89,1092
Tank Sports,TKX-200,,Trial,199,2008,11,Single cylinder,Air,5-speed,,95.3,838,3.78,1346
Tank Sports,Topline Khaos,,Custom / cruiser,250,2007,15.8,Twin,Air,,,139.7,737,,1341
Tank Sports,Touring 150 Deluxe,,Scooter,150,2007,8.8,Single cylinder,Air,Automatic,,117.9,711,,1524
Tank Sports,Touring 150 Deluxe,,Scooter,149,2010,8.8,Single cylinder,Air,Automatic,Belt,117.9,,7.57,1524
Tank Sports,Touring 150 Executive,,Scooter,150,2007,8.8,Single cylinder,Air,Automatic,,114.8,914,,1397
Tank Sports,Touring 150 Special,,Scooter,150,2007,8.8,Single cylinder,Air,Automatic,,114.8,914,,1397
Tank Sports,Touring 250 Deluxe,,Scooter,250,2007,14.5,Single cylinder,Liquid,Automatic,,145.1,889,,1499
Tank Sports,Touring 250DE-08,,Scooter,257,2010,19,Single cylinder,Liquid,Automatic,Belt,,762,7.57,1626
Tank Sports,Trail 110,,Trial,110,2006,7.2,Single cylinder,Liquid,3-speed,Chain,90.7,660,2.83,
Tank Sports,Trail 200,,Trial,200,2006,16.6,Single cylinder,Liquid,5-speed,Chain,127,864,5.67,1397
Tank Sports,Trail TKX 110,,Trial,110,2007,,Single cylinder,Air,4-speed,Chain,114,,1.89,
Tank Sports,Trail TKX-110,,Trial,110,2010,,Single cylinder,Air,4-speed,,113.4,787,1.89,1092
Tank Sports,Trail TKX-200,,Trial,199,2010,11,Single cylinder,Air,5-speed,,95.3,838,3.78,
Tank Sports,Trail-X 200,,Trial,200,2006,16.6,Single cylinder,Liquid,5-speed,,117.9,864,5.67,
Tank Sports,Trail-X 250,,Trial,249,2006,19,Single cylinder,Liquid,5-speed,Chain,127,864,,1397
Tank Sports,Urban 50,,Scooter,50,2006,2,Single cylinder,Air,Automatic,,81.6,737,,1346
Tank Sports,Urban 50,,Scooter,50,2007,,Single cylinder,,Automatic,,79.8,737,3.78,1194
Tank Sports,Urban 50,,Scooter,49,2008,2,Single cylinder,Air,5-speed,,79.8,737,,1194
Tank Sports,Urban 50,,Scooter,49,2010,2,Single cylinder,Air,Automatic,,88,762,3.78,1270
Tank Sports,Urban Classic 150,,Scooter,149,2008,8.8,Single cylinder,Air,Automatic,,79.8,686,3.78,1214
Tank Sports,Urban Classic 50,,Scooter,49,2008,2,Single cylinder,Air,Automatic,,74.8,762,3.78,1168
Tank Sports,Urban Courier 150,,Scooter,149,2008,8.8,Single cylinder,Air,Automatic,Belt,145.1,762,3.78,1448
Tank Sports,Urban Econo 50,,Scooter,50,2006,2,Single cylinder,Air,Automatic,,72.6,711,,1346
Tank Sports,Urban Econo 50,,Scooter,49,2008,2,Single cylinder,Air,Automatic,,83.5,711,3.78,1194
Tank Sports,Urban Racer 150,,Scooter,149,2006,8.8,Single cylinder,Air,Automatic,,108.9,737,,1422
Tank Sports,Urban Racer 150,,Scooter,149,2008,8.8,Single cylinder,Air,Automatic,Belt,145.1,762,3.78,
Tank Sports,Urban Racer 150 Deluxe,,Scooter,149,2006,8.9,Single cylinder,Air,Automatic,Shaft drive,108.9,737,,1422
Tank Sports,Urban Racer 150 Deluxe,,Scooter,149,2008,8.8,Single cylinder,Air,Automatic,Belt,94.8,737,4.54,1397
Tank Sports,Urban Racer 150 DS,,Scooter,149,2008,,Single cylinder,Air,Automatic,Belt,120.2,762,3.78,1346
Tank Sports,Urban Racer TR16,,Scooter,149,2008,,Single cylinder,Air,Automatic,Belt,,838,6.62,1524
Tank Sports,Urban Sporty 150,,Scooter,149,2006,8.8,Single cylinder,Air,Automatic,Shaft drive,86.2,787,,1308
Tank Sports,Urban Sporty 150,,Scooter,149,2008,8.8,Single cylinder,Air,Automatic,Belt,94.8,787,3.31,1308
Tank Sports,Urban Sporty 150 Deluxe,,Scooter,149,2006,8.8,Single cylinder,Air,Automatic,Shaft drive,99.8,762,3.78,1295
Tank Sports,Urban Sporty 150 Deluxe,,Scooter,149,2008,8.8,Single cylinder,Air,Automatic,Belt,99.8,762,3.78,1295
Tank Sports,Urban Sporty 150 Euro,,Scooter,149,2008,8.8,Single cylinder,,Automatic,Belt,99.8,787,3.31,
Tank Sports,Urban Sporty 50,,Scooter,49,2006,2,Single cylinder,Air,Automatic,,86.2,749,,1295
Tank Sports,Urban Sporty 50,,Scooter,49,2008,2,Single cylinder,Air,Automatic,,88,762,3.78,1270
Tank Sports,Urban Touring 150,,Scooter,149,2006,8.8,Single cylinder,Air,Automatic,Shaft drive,117.9,711,,1524
Tank Sports,Urban Touring 150 Deluxe,,Scooter,149,2006,8.8,Single cylinder,Air,Automatic,,117.9,711,,1524
Tank Sports,Urban Touring 150 Deluxe,,Scooter,149,2008,8.8,Single cylinder,Air,Automatic,Belt,117.9,,7.57,1524
Tank Sports,Urban Touring 150 Executive,,Scooter,149,2008,8.8,Single cylinder,Air,Automatic,Belt,114.8,914,3.78,
Tank Sports,Urban Touring 150 Special,,Scooter,149,2008,,Single cylinder,Air,,Belt,114.8,914,3.78,1397
Tank Sports,Urban Touring 250,,Scooter,248,2008,14.5,Single cylinder,Liquid,Automatic,,145.1,889,7.57,1499
Tank Sports,Urban Touring 250 Delux,,Scooter,248,2008,14.5,Single cylinder,Liquid,Automatic,Belt,,762,7.57,1626
Tank Sports,Urban Viaggio 150,,Scooter,149,2008,8.8,Single cylinder,Air,Automatic,,103.9,762,3.78,1219
Tank Sports,Urban Viaggio 50,,Scooter,49,2008,2,Single cylinder,Air,Automatic,,94.8,762,3.78,1219
Tank Sports,Viaggio 150,,Scooter,150,2007,,Single cylinder,Air,Automatic,,103.9,762,3.78,
Tank Sports,Viaggio 50,,Scooter,50,2007,,Single cylinder,Air,Automatic,,94.8,762,3.78,1219
Tank Sports,Vision 250 R1,,Custom / cruiser,233,2006,16.6,Twin,Liquid,5-speed,,169.6,737,,1499
Tank Sports,Vision 250 R1,,Custom / cruiser,249,2008,16.6,Twin,Air,5-speed,,169.6,711,,1473
Tank Sports,Vision 250 R3,,Custom / cruiser,233,2006,16.6,Twin,Liquid,5-speed,,170.1,711,,1575
Tank Sports,Vision 250 R3,,Custom / cruiser,249,2008,16.6,Twin,Liquid,5-speed,,170.1,711,,1524
Tank Sports,Vision 250E,,Custom / cruiser,249,2010,16.6,Twin,Liquid,5-speed,Chain,139.7,711,,1524
Tank Sports,Vision Minicustom 50,,"Minibike, sport",49,2008,2,Single cylinder,Air,Automatic,,89.8,610,,1194
Tank Sports,Vision R1,,Custom / cruiser,250,2007,16.6,Twin,Air,5-speed,,169.6,711,,1473
Tank Sports,Vision R3,,Custom / cruiser,250,2007,16.6,Twin,Liquid,5-speed,,170.1,711,,1524
Tank Sports,Vision Topline Khaos,,Sport,249,2008,15.8,Twin,Air,5-speed,,110.2,737,15.14,1341
Tank Sports,Vision Topline Khaos,,Sport,249,2010,17,Twin,Air,5-speed,Chain,110.2,737,7.57,1341
Tao Motor,Bull 150,,ATV,149,2022,,Single cylinder,Air,Automatic,Chain,162.4,810,3.79,1115
Tao Motor,DB17,,Enduro / offroad,124,2021,,Single cylinder,Air,4-speed,Chain,69.9,,,1250
Tao Motor,EVO 50,,Scooter,49,2021,3,Single cylinder,Air,Automatic,Belt,101.6,711,5.68,1397
Tao Motor,EVO 50,,Scooter,49,2022,3,Single cylinder,Air,Automatic,Belt,101.6,,5.68,1397
Tao Motor,Hellcat 125,,Allround,124,2021,,Single cylinder,Air,4-speed,Chain,207,762,5.68,1245
Tao Motor,Lancer 150,,Scooter,149,2022,,Single cylinder,Air,Automatic,Belt,136.1,,5,1397
Tao Motor,PMX150,,Scooter,149,2022,10,Single cylinder,Air,Automatic,Belt,136.1,,5,1321
Tao Motor,Pony 50,,Scooter,49,2021,1.8,Single cylinder,Air,Automatic,Belt,95.7,,,
Tao Motor,Quantum 150,,Scooter,149,2022,,Single cylinder,Air,Automatic,Belt,137,,5,1372
Tao Motor,Rhino 250,,ATV,197,2022,,Single cylinder,Air,4-speed,Chain,,810,4.16,1115
Tao Motor,TBR7D,,Enduro / offroad,229,2022,,Single cylinder,Air,,Chain,129.7,864,,1397
Tao Motor,TRB7,,Enduro / offroad,229,2021,,Single cylinder,Air,,Chain,129.7,864,,1397
Tao Motor,VIP 50,,Scooter,49,2022,1.8,Single cylinder,Air,Automatic,Belt,102.1,,,
Tauris,Avenida 125 4T,,Scooter,124,2011,7.9,Single cylinder,Air,Automatic,Belt,125,800,6.8,
Tauris,Avenida 125 4T ART Collection,,Scooter,124,2012,9.5,Single cylinder,Air,Automatic,Belt,125,820,6.8,
Tauris,Blitz E-Scooter,,Scooter,0,2011,1.3,Electric,Air,Automatic,,120,780,,
Tauris,Brio 50 4T,,Scooter,49,2011,,Single cylinder,Air,Automatic,Belt,79,730,5,
Tauris,Brisa 50 4T,,Scooter,49,2011,2.7,Single cylinder,Air,Automatic,Belt,87,730,5,
Tauris,Broadway 125,,Scooter,124,2016,10.2,Single cylinder,Air,Automatic,Belt,150,740,11.5,
Tauris,Capri 125 4T,,Scooter,124,2011,7.2,Single cylinder,Air,Automatic,Belt,107,740,5,
Tauris,Capri 50 2T ART,,Scooter,49,2014,4.3,Single cylinder,Air,Automatic,Belt,107,740,5,
Tauris,Capri 50 4T,,Scooter,49,2011,3,Single cylinder,Air,Automatic,Belt,107,740,5,
Tauris,Corona 50 4T,,Scooter,49,2011,2.7,Single cylinder,Air,Automatic,Belt,86,,5,
Tauris,Cubana 125 4T,,Scooter,124,2011,7.2,Single cylinder,Air,Automatic,Belt,107,740,5,
